date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:11:36	11352/11352	---M--	200	added ('OK')	image/webp	etag:%22b9c0415-2c58-5e7997b34bd9e%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/play-store.webp	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/play-store.webp	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:37	11898/11898	---M--	200	added ('OK')	image/webp	etag:%22b9c0410-2e7a-5e7997b2498ca%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/apple-store.webp	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/apple-store.webp	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:37	216960/216960	---M--	200	added ('OK')	image/webp	etag:%22b9c25dd-34f80-5e799bf9dfa4f%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/blog/03.webp	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/blog/03.webp	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:38	174848/174848	---M--	200	added ('OK')	image/webp	etag:%22b9c25dc-2ab00-5e799bf8f6003%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/blog/02.webp	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/blog/02.webp	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:38	153927/153927	---M--	200	added ('OK')	image/jpeg	etag:%22b9c2697-25947-5e799c119f422%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/01.jpg	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/01.jpg	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:40	154466/154466	---M--	200	added ('OK')	image/jpeg	etag:%22b9c2698-25b62-5e799c11dc4b3%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/02.jpg	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/02.jpg	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:41	193251/193251	---M--	200	added ('OK')	image/jpeg	etag:%22b9c269a-2f2e3-5e799c12d2637%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/04.jpg	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/04.jpg	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:41	79790/79790	---M-Z	200	added ('OK')	application/javascript	etag:%22b9c0419-137ae-5e7997b4b5ab3-gzip%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/js/bootstrap.bundle.min.js	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/js/bootstrap.bundle.min.js	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:42	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:%22b9c041b-15d9d-5e7997b60afa9-gzip%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/js/jquery.min.js	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/js/jquery.min.js	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:42	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%22b9c26bc-a76f-5e799c212044a-gzip%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/slick.min.js	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/slick.min.js	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:42	979/979	---M-Z	200	added ('OK')	application/javascript	etag:%22b9c041d-3d3-5e7997b6dabe4-gzip%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/js/main.js	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/js/main.js	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:43	3015/3015	---M-Z	200	added ('OK')	application/javascript	etag:%22b9c041a-bc7-5e7997b528e75-gzip%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/js/index.js	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/js/index.js	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:43	82/82	---M-Z	200	added ('OK')	application/javascript	etag:%22b9c041c-52-5e7997b675e9b-gzip%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/js/loader.js	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/js/loader.js	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:44	92064/92064	---M--	200	added ('OK')	font/woff2	etag:W/%22167a0-ABUDSebr2vJiivnqTlbWsC29o5M%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/fonts/bootstrap-icons.woff2?30af91bf14e37666a085fb8a161ff36d	D:/Sachin.html/ecom-exp/cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/fonts/bootstrap-iconsf114.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/bootstrap-icons.css)
10:11:44	123384/123384	---M--	200	added ('OK')	font/woff	etag:W/%221e1f8-1kTWG0vHklh1rZU8w4G0pyKzNNI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/fonts/bootstrap-icons.woff?30af91bf14e37666a085fb8a161ff36d	D:/Sachin.html/ecom-exp/cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/fonts/bootstrap-iconsf114.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/bootstrap-icons.css)
10:11:44	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22b9c26b4-1052-5e799c1ed4601%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/ajax-loader.gif	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/ajax-loader.gif	(from https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/slick-theme.css)
10:11:45	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b9c2e31-800-5e799c68044a1%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/fonts/slick.eot	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/fonts/slick.eot	(from https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/slick-theme.css)
10:11:45	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b9c2e31-800-5e799c68044a1%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/fonts/slick.eot?	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/fonts/slickd41d.eot	(from https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/slick-theme.css)
10:11:45	1380/1380	---M--	200	added ('OK')	font/woff	etag:%22b9c2e32-564-5e799c6888203%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/fonts/slick.woff	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/fonts/slick.woff	(from https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/slick-theme.css)
10:11:45	1892/1892	---M--	200	added ('OK')	font/ttf	etag:%22b9c2e33-764-5e799c688ff03%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/fonts/slick.ttf	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/fonts/slick.ttf	(from https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/slick-theme.css)
10:11:46	2152/2152	---M--	200	added ('OK')	image/svg+xml	etag:%22b9c2e30-868-5e799c6804c71%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/fonts/slick.svg	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/fonts/slick.svg	(from https://codervent.com/shopingo/demo/shopingo_V1/assets/plugins/slick/slick-theme.css)
10:11:46	104064/104064	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20May%202023%2002:19:02%20GMT	https://images.pexels.com/photos/5864245/pexels-photo-5864245.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	D:/Sachin.html/ecom-exp/images.pexels.com/photos/5864245/pexels-photo-58642457874.jpg	(from https://codervent.com/shopingo/demo/shopingo_V1/assets/css/style.css)
10:11:46	15598/15598	---M-Z	200	added ('OK')	text/css	etag:W/%223cee-0nBcDQHfsMIPKlPzBhAaX/pebOA%22	https://cdn.jsdelivr.net/npm/@fancyapps/ui/dist/fancybox.css	D:/Sachin.html/ecom-exp/cdn.jsdelivr.net/npm/@fancyapps/ui/dist/fancybox.css	(from https://codervent.com/shopingo/demo/shopingo_V1/product-details.html)
10:11:47	54826/54826	---M--	200	added ('OK')	image/jpeg	etag:%22b9c269b-d62a-5e799c1359661%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/05.jpg	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/05.jpg	(from https://codervent.com/shopingo/demo/shopingo_V1/product-details.html)
10:11:48	226755/226755	---M--	200	added ('OK')	image/jpeg	etag:%22b9c2699-375c3-5e799c1302f8f%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/03.jpg	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/03.jpg	(from https://codervent.com/shopingo/demo/shopingo_V1/index.html)
10:11:49	200287/200287	---M--	200	added ('OK')	image/jpeg	etag:%22b9c269c-30e5f-5e799c1410814%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/06.jpg	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/06.jpg	(from https://codervent.com/shopingo/demo/shopingo_V1/product-details.html)
10:11:49	275253/275253	---M--	200	added ('OK')	image/jpeg	etag:%22b9c269d-43335-5e799c155ebc1%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/07.jpg	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/07.jpg	(from https://codervent.com/shopingo/demo/shopingo_V1/product-details.html)
10:11:50	105639/105639	---M-Z	200	added ('OK')	application/javascript	etag:W/%2219ca7-YDrz4C84GmWPE164D07veMx+dQ0%22	https://cdn.jsdelivr.net/npm/@fancyapps/ui@4.0/dist/fancybox.umd.js	D:/Sachin.html/ecom-exp/cdn.jsdelivr.net/npm/@fancyapps/ui@4.0/dist/fancybox.umd.js	(from https://codervent.com/shopingo/demo/shopingo_V1/product-details.html)
10:11:50	141943/141943	---M--	200	added ('OK')	image/jpeg	etag:%22b9c269e-22a77-5e799c14cb847%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/08.jpg	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/product-images/08.jpg	(from https://codervent.com/shopingo/demo/shopingo_V1/product-details.html)
10:11:51	108189/108189	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Apr%202023%2002:52:45%20GMT	https://images.pexels.com/photos/7679877/pexels-photo-7679877.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	D:/Sachin.html/ecom-exp/images.pexels.com/photos/7679877/pexels-photo-76798777874.jpg	(from https://codervent.com/shopingo/demo/shopingo_V1/about-us.html)
10:11:51	1382/1382	---M--	200	added ('OK')	image/webp	etag:%22b9c2687-566-5e799c0941e47%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/icons/delivery.webp	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/icons/delivery.webp	(from https://codervent.com/shopingo/demo/shopingo_V1/about-us.html)
10:11:51	2302/2302	---M--	200	added ('OK')	image/webp	etag:%22b9c2688-8fe-5e799c09cf401%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/icons/money-bag.webp	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/icons/money-bag.webp	(from https://codervent.com/shopingo/demo/shopingo_V1/about-us.html)
10:11:52	1718/1718	---M--	200	added ('OK')	image/webp	etag:%22b9c268a-6b6-5e799c0aa07ac%22	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/icons/support.webp	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/icons/support.webp	(from https://codervent.com/shopingo/demo/shopingo_V1/about-us.html)
10:11:52	21060/21060	---M-Z	200	added ('OK')	text/html	etag:%22b9c03e4-5244-5e79979a99ce1-gzip%22	https://codervent.com/shopingo/demo/shopingo_V1/thank-you.html	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/thank-you.html	(from https://codervent.com/shopingo/demo/shopingo_V1/contact-us.html)
10:11:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20May%202023%2004:41:53%20GMT	https://codervent.com/shopingo/demo/shopingo_V1/assets/images/avatars/01.jpg	D:/Sachin.html/ecom-exp/codervent.com/shopingo/demo/shopingo_V1/assets/images/avatars/01.jpg	(from https://codervent.com/shopingo/demo/shopingo_V1/account-dashboard.html)
10:11:53	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/bootstrap-icons.css)
